,level_0,index,Gender,Age,Married,NumberofDependents,City,ZipCode,Latitude,Longitude,NumberofReferrals,TenureinMonths,Offer,PhoneService,AvgMonthlyLongDistanceCharges,MultipleLines,InternetService,InternetType,AvgMonthlyGBDownload,OnlineSecurity,OnlineBackup,DeviceProtectionPlan,PremiumTechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData,Contract,PaperlessBilling,PaymentMethod,TotalRevenue,CustomerStatus,ChurnCategory
328,328,330,Male,49,Yes,0,Mount Hermon,95041,37.051166,-122.056194,1,61,No Offer,Yes,15.15,Yes,Yes,Fiber Optic,28.0,Yes,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,6867.8,Stayed,
329,329,331,Male,49,Yes,2,Santa Barbara,93109,34.406256,-119.726936,5,25,No Offer,Yes,19.09,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,954.85,Stayed,
330,330,332,Female,41,No,0,Taylorsville,95983,40.053684,-120.743116,0,1,No Offer,Yes,8.31,No,Yes,Fiber Optic,27.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,77.81,Churned,Dissatisfaction
331,331,333,Female,61,No,3,Korbel,95550,40.7666,-123.80458,0,23,Offer D,Yes,25.85,No,Yes,Cable,53.0,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,1713.9,Stayed,
332,332,334,Male,28,No,0,Pine Valley,91962,32.800671,-116.483363,0,21,Offer D,Yes,28.54,Yes,Yes,Fiber Optic,42.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,2158.04,Stayed,
333,333,335,Female,39,No,0,Santa Rosa,95401,38.460517,-122.790335,0,1,No Offer,Yes,33.88,No,Yes,Fiber Optic,26.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,113.58,Churned,Dissatisfaction
334,334,336,Male,78,Yes,0,Loma Mar,94021,37.266388,-122.26308,1,5,No Offer,Yes,6.66,Yes,Yes,Fiber Optic,14.0,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,397.25,Churned,Competitor
335,335,337,Male,61,Yes,0,Bangor,95914,39.396585,-121.38029,10,24,Offer C,Yes,32.86,No,Yes,Cable,30.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,2501.54,Stayed,
336,336,338,Female,72,No,0,Guinda,95637,38.830739,-122.196202,0,27,No Offer,Yes,16.94,Yes,Yes,Fiber Optic,11.0,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card,2925.13,Churned,Other
337,337,339,Female,41,Yes,0,Riverside,92508,33.885499,-117.324959,7,70,Offer A,Yes,11.71,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,2217.35,Stayed,
338,338,340,Female,78,No,0,Rancho Cordova,95742,38.591134,-121.161585,0,5,No Offer,Yes,42.33,No,Yes,Fiber Optic,9.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,561.3,Churned,Competitor
339,339,341,Male,54,Yes,1,Sultana,93666,36.545353,-119.338535,1,46,No Offer,Yes,45.92,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card,3029.77,Stayed,
340,340,342,Female,33,Yes,1,Fort Irwin,92310,35.349241,-116.770281,5,2,No Offer,Yes,29.03,No,Yes,Fiber Optic,10.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,193.81,Stayed,
341,341,343,Female,32,Yes,3,La Mesa,91941,32.759327,-116.99726,9,57,Offer B,Yes,26.67,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Withdrawal,2607.89,Stayed,
342,342,344,Female,41,No,0,Canyon Dam,95923,40.171312,-121.120605,0,1,Offer E,Yes,10.19,No,Yes,Fiber Optic,9.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,81.29,Churned,Competitor
343,343,345,Female,74,Yes,0,Palomar Mountain,92060,33.309852,-116.823091,3,60,No Offer,Yes,27.68,Yes,Yes,Fiber Optic,26.0,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,7689.8,Stayed,
344,344,346,Male,57,Yes,0,Rancho Santa Fe,92091,32.99356,-117.207121,6,37,No Offer,Yes,4.5,Yes,Yes,DSL,9.0,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,2428.28,Stayed,
345,345,347,Male,42,No,0,San Jose,95116,37.350284,-121.852855,0,1,No Offer,Yes,42.87,No,Yes,Fiber Optic,8.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,123.32,Churned,Competitor
346,346,348,Male,39,Yes,2,Topanga,90290,34.115192,-118.61017,8,28,No Offer,Yes,7.73,No,Yes,Fiber Optic,13.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,3015.44,Stayed,
347,347,349,Female,78,No,0,Capay,95607,38.681651,-122.130569,0,24,No Offer,Yes,18.39,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card,901.31,Stayed,
348,348,350,Female,27,No,0,Oxnard,93033,34.156629,-119.117218,0,62,No Offer,Yes,23.88,Yes,Yes,Fiber Optic,47.0,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,7222.15,Stayed,
349,349,351,Female,39,No,0,Stanton,90680,33.801869,-117.995068,0,18,Offer D,Yes,8.95,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Withdrawal,551.95,Churned,Attitude
350,350,352,Female,21,No,0,Sacramento,95818,38.556306,-121.495817,0,5,No Offer,Yes,3.61,No,Yes,DSL,69.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,326.3,Churned,Dissatisfaction
351,351,353,Female,58,Yes,3,Stockton,95219,38.029729,-121.387999,9,20,No Offer,Yes,42.46,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,1291.8,Stayed,
352,352,354,Female,56,No,0,Felton,95018,37.089111,-122.062213,0,1,No Offer,Yes,26.0,No,Yes,Fiber Optic,8.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,96.75,Churned,Dissatisfaction
353,353,355,Male,26,No,0,Lewiston,96052,40.704293,-122.803899,0,35,No Offer,Yes,39.84,No,Yes,Fiber Optic,48.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,5020.5,Churned,Price
354,354,356,Female,78,No,0,Sun Valley,91352,34.231053,-118.338307,0,52,No Offer,No,0.0,No PhoneService,Yes,DSL,23.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,2566.3,Stayed,
355,355,357,Female,25,Yes,0,Anza,92539,33.527605,-116.666551,1,30,Offer C,Yes,4.82,Yes,Yes,Fiber Optic,41.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,2768.85,Churned,Other
356,356,358,Male,36,Yes,0,Bell,90201,33.970343,-118.171368,7,72,Offer A,No,0.0,No PhoneService,Yes,Cable,17.0,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,2962.0,Stayed,
357,357,359,Male,70,No,0,Forest Ranch,95942,40.077028,-121.494168,0,15,Offer D,Yes,46.38,Yes,Yes,Fiber Optic,19.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,1842.35,Churned,Attitude
358,358,360,Male,36,No,2,Jamul,91935,32.695681,-116.798386,0,70,Offer A,Yes,26.67,Yes,Yes,Fiber Optic,17.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,9749.4,Stayed,
359,359,361,Male,37,No,2,Azusa,91702,34.174493,-117.87068,0,66,No Offer,Yes,32.12,Yes,Yes,DSL,17.0,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,6498.82,Stayed,
360,360,362,Male,68,Yes,0,Fallbrook,92028,33.362575,-117.299644,6,55,No Offer,Yes,42.9,Yes,Yes,Fiber Optic,27.0,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,6411.9,Stayed,
361,361,363,Female,66,Yes,0,San Diego,92122,32.85723,-117.209774,2,55,Offer B,Yes,42.82,Yes,Yes,Fiber Optic,27.0,No,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,7319.8,Churned,Competitor
362,362,364,Male,72,Yes,0,Montgomery Creek,96065,40.877552,-121.885884,2,57,No Offer,Yes,48.16,Yes,Yes,DSL,10.0,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,6885.22,Stayed,
363,363,365,Female,34,Yes,0,Lodi,95242,38.128087,-121.4078,9,72,No Offer,Yes,44.2,Yes,Yes,Fiber Optic,2.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,11347.5,Stayed,
364,364,366,Female,27,Yes,0,Leggett,95585,39.873371,-123.741474,3,28,No Offer,Yes,42.33,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,1748.29,Stayed,
365,365,367,Male,48,Yes,0,Rough And Ready,95975,39.225634,-121.156163,8,54,No Offer,Yes,14.18,No,Yes,DSL,25.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,4957.17,Stayed,
366,366,368,Male,66,Yes,2,Petaluma,94952,38.237018,-122.77872,6,24,Offer C,Yes,4.06,Yes,Yes,Fiber Optic,28.0,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,1955.19,Stayed,
367,367,369,Female,59,Yes,0,Hornitos,95325,37.479926,-120.230424,6,2,Offer E,Yes,48.39,No,Yes,Cable,24.0,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,209.88,Stayed,
368,368,370,Male,19,No,2,Dixon,95620,38.392821,-121.799917,0,12,Offer D,Yes,19.38,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,468.36,Stayed,
369,369,371,Male,69,No,0,Flournoy,96029,39.84784,-122.544556,0,51,No Offer,Yes,24.92,Yes,Yes,Fiber Optic,11.0,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,5228.89,Stayed,
370,370,372,Male,64,No,0,Thermal,92274,33.53604,-116.119222,0,13,No Offer,Yes,40.99,No,Yes,DSL,21.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,1415.4,Stayed,
371,371,373,Male,26,No,0,Lafayette,94549,37.907777,-122.127161,0,58,Offer B,Yes,47.47,No,Yes,DSL,69.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,6802.21,Stayed,
372,372,374,Female,43,Yes,0,Beverly Hills,90210,34.099891,-118.414338,2,18,Offer D,Yes,44.97,No,Yes,Cable,7.0,No,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,1766.56,Stayed,
373,373,375,Female,44,Yes,0,Pleasanton,94588,37.685052,-121.912061,6,29,Offer C,Yes,49.96,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card,1970.64,Stayed,
374,374,376,Female,61,Yes,3,Whitmore,96096,40.637105,-121.906949,9,72,No Offer,Yes,21.84,Yes,Yes,DSL,30.0,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,7003.13,Stayed,
375,375,377,Male,39,Yes,1,Alameda,94502,37.724817,-122.224363,9,71,Offer A,Yes,18.99,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,2974.69,Stayed,
376,376,378,Female,62,No,0,Herald,95638,38.313447,-121.123886,0,70,Offer A,No,0.0,No PhoneService,Yes,DSL,11.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,3058.15,Stayed,
377,377,379,Male,45,No,0,Guerneville,95446,38.52576,-123.013347,0,9,No Offer,Yes,19.22,Yes,Yes,Fiber Optic,10.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1002.08,Churned,Dissatisfaction
378,378,380,Female,28,Yes,2,Imperial Beach,91932,32.579134,-117.119009,5,20,No Offer,Yes,38.71,Yes,Yes,Fiber Optic,48.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,2690.4,Stayed,
379,379,381,Male,51,No,0,San Diego,92117,32.825086,-117.199424,0,69,Offer A,Yes,29.38,Yes,Yes,DSL,9.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,7383.67,Churned,Competitor
380,380,382,Male,26,No,0,Benicia,94510,38.113533,-122.11926,0,63,No Offer,Yes,21.45,Yes,Yes,Fiber Optic,85.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Credit Card,7942.15,Stayed,
381,381,383,Female,38,No,0,Biola,93606,36.798882,-120.019511,0,7,No Offer,Yes,15.84,No,Yes,DSL,14.0,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,549.78,Stayed,
382,382,384,Female,19,Yes,1,Los Angeles,90049,34.091829,-118.491244,7,69,No Offer,No,0.0,No PhoneService,Yes,DSL,59.0,Yes,No,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,2960.1,Stayed,
383,383,385,Male,34,Yes,1,San Francisco,94112,37.720498,-122.443119,1,5,Offer E,Yes,40.05,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Bank Withdrawal,335.25,Churned,Other
384,384,386,Female,38,No,0,Anderson,96007,40.448632,-122.306657,0,9,No Offer,Yes,32.57,No,Yes,Fiber Optic,13.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,944.75,Stayed,
385,385,387,Female,32,Yes,1,Chester,96020,40.243494,-121.154733,10,46,Offer B,Yes,49.26,Yes,Yes,Fiber Optic,18.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,6886.81,Stayed,
386,386,388,Male,76,Yes,0,Hilmar,95324,37.394536,-120.890747,10,60,Offer B,Yes,17.05,No,Yes,Fiber Optic,21.0,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,6890.0,Stayed,
387,387,389,Male,70,Yes,0,Parlier,93648,36.622237,-119.521126,1,27,No Offer,Yes,39.49,Yes,Yes,Fiber Optic,7.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,3576.43,Churned,Dissatisfaction
388,388,390,Female,19,Yes,0,San Jose,95133,37.371862,-121.860349,2,16,Offer D,Yes,27.83,Yes,Yes,Fiber Optic,52.0,Yes,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,1820.18,Stayed,
389,389,391,Female,23,Yes,0,Seeley,92273,32.790282,-115.689559,4,22,No Offer,Yes,4.01,No,Yes,Cable,53.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,1934.12,Churned,Competitor
390,390,392,Female,21,Yes,1,Riverside,92503,33.890046,-117.455583,7,41,Offer B,Yes,14.73,Yes,Yes,Fiber Optic,82.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,4534.48,Stayed,
391,391,393,Female,76,No,0,Penn Valley,95946,39.203817,-121.19584,0,4,No Offer,Yes,35.67,No,Yes,Fiber Optic,8.0,No,Yes,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,460.43,Stayed,
392,392,394,Female,63,No,0,San Jose,95148,37.339533,-121.777179,0,24,Offer C,Yes,44.09,Yes,Yes,Fiber Optic,9.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,3130.91,Stayed,
393,393,395,Female,43,No,0,Bakersfield,93304,35.339796,-119.023552,0,38,No Offer,Yes,43.19,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,2384.27,Stayed,
394,394,396,Female,19,No,0,Taylorsville,95983,40.053684,-120.743116,0,25,No Offer,Yes,28.05,Yes,Yes,Cable,85.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,2539.15,Stayed,
395,395,397,Male,41,Yes,0,Etna,96027,41.405193,-123.008567,8,40,Offer B,Yes,39.22,No,Yes,Fiber Optic,27.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,4695.81,Stayed,
396,396,398,Female,48,No,0,Willows,95988,39.493991,-122.286363,0,8,No Offer,Yes,37.79,No,Yes,Cable,25.0,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,664.86,Churned,Competitor
397,397,399,Male,35,Yes,3,Mather,95655,38.549822,-121.266725,1,13,Offer D,Yes,40.2,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,774.6,Stayed,
398,398,400,Male,21,Yes,1,Fairfax,94930,37.971751,-122.611873,0,64,No Offer,Yes,34.58,Yes,Yes,Fiber Optic,27.0,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,8173.62,Stayed,
399,399,401,Female,32,Yes,0,Hydesville,95547,40.557314,-124.081662,1,62,No Offer,Yes,48.58,No,Yes,Fiber Optic,13.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,9295.26,Churned,Competitor
400,400,402,Female,51,Yes,0,Graton,95444,38.434362,-122.86891,0,20,No Offer,Yes,43.49,No,Yes,Fiber Optic,28.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,2410.15,Stayed,
401,401,403,Male,53,Yes,0,Shafter,93263,35.490705,-119.286833,1,14,Offer D,No,0.0,No PhoneService,Yes,DSL,12.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,667.7,Churned,Attitude
402,402,404,Female,21,No,0,Fallbrook,92028,33.362575,-117.299644,0,57,No Offer,Yes,36.14,No,Yes,Cable,48.0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Two Year,No,Mailed Check,5954.38,Stayed,
403,403,405,Male,41,No,1,Whittier,90601,34.007353,-118.033683,0,12,Offer D,Yes,27.07,No,Yes,Cable,29.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,1162.34,Stayed,
404,404,406,Female,40,Yes,2,San Simeon,93452,35.746484,-121.223355,0,59,Offer B,Yes,42.37,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,4033.88,Stayed,
405,405,407,Female,40,Yes,0,Castro Valley,94552,37.722727,-122.02157,4,59,Offer B,Yes,8.28,No,Yes,DSL,22.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,5030.87,Stayed,
406,406,408,Male,62,No,0,Olivehurst,95961,39.082568,-121.55325,0,53,Offer B,Yes,26.21,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,2441.48,Churned,Price
407,407,409,Male,33,Yes,0,Ranchita,92066,33.215251,-116.53633,3,45,No Offer,Yes,39.82,Yes,Yes,DSL,13.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,5392.55,Stayed,
408,408,410,Male,55,Yes,0,Dunlap,93621,36.789213,-119.140338,5,50,Offer B,Yes,1.87,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,1106.7,Stayed,
409,409,411,Male,35,Yes,0,Comptche,95427,39.239818,-123.565432,1,20,Offer D,Yes,18.05,No,Yes,Fiber Optic,5.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,2181.45,Churned,Dissatisfaction
410,410,412,Female,77,No,0,Vista,92084,33.22784,-117.200024,0,1,Offer E,No,0.0,No PhoneService,Yes,DSL,15.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,25.25,Churned,Price
411,411,413,Female,38,Yes,3,Soquel,95073,37.023669,-121.946461,1,70,No Offer,Yes,38.63,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card,4105.5,Stayed,
412,412,414,Male,74,Yes,0,Shasta Lake,96019,40.692523,-122.369876,1,1,Offer E,No,0.0,No PhoneService,Yes,Cable,18.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,25.05,Churned,Competitor
413,413,415,Female,61,Yes,0,North Hills,91343,34.238802,-118.482296,5,64,No Offer,No,0.0,No PhoneService,Yes,DSL,27.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,3147.5,Churned,Competitor
414,414,416,Male,62,No,0,Rancho Cordova,95670,38.602723,-121.279913,0,49,No Offer,Yes,19.08,Yes,Yes,Fiber Optic,24.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,4633.22,Churned,Price
415,415,417,Male,60,No,0,Wasco,93280,35.652242,-119.4464,0,28,Offer C,Yes,44.28,No,Yes,Fiber Optic,5.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,3308.39,Churned,Price
416,416,418,Male,32,Yes,0,Garden Grove,92840,33.787165,-117.931889,1,72,No Offer,Yes,47.83,Yes,Yes,Fiber Optic,27.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,11514.81,Stayed,
417,417,419,Female,47,No,0,Pasadena,91103,34.167465,-118.165327,0,13,No Offer,Yes,34.18,No,Yes,Fiber Optic,19.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,1473.24,Stayed,
418,418,420,Male,41,Yes,1,Oak Run,96069,40.689243,-122.037023,1,4,Offer E,Yes,39.04,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,240.36,Stayed,
419,419,421,Female,62,No,0,Copperopolis,95228,37.943954,-120.67108,0,53,Offer B,Yes,10.32,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,1552.66,Stayed,
420,420,422,Female,54,Yes,0,Irvine,92618,33.667145,-117.732135,1,63,Offer B,Yes,21.15,Yes,Yes,Fiber Optic,24.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,6361.5,Stayed,
421,421,423,Female,41,No,0,North Hollywood,91602,34.15136,-118.364786,0,10,Offer D,No,0.0,No PhoneService,Yes,Cable,29.0,No,No,No,Yes,No,No,No,Yes,Two Year,Yes,Mailed Check,299.05,Stayed,
422,422,424,Male,29,Yes,0,Maywood,90270,33.988572,-118.186565,0,56,No Offer,Yes,48.87,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,3863.47,Stayed,
423,423,425,Male,28,No,0,Newhall,91321,34.370378,-118.504118,0,10,Offer D,Yes,34.44,No,Yes,Cable,69.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,747.0,Churned,Attitude
424,424,426,Male,50,No,0,Murphys,95247,38.147852,-120.440124,0,65,Offer B,Yes,2.72,Yes,Yes,Fiber Optic,16.0,Yes,No,No,Yes,No,Yes,Yes,No,One Year,No,Bank Withdrawal,6276.05,Stayed,
425,425,427,Female,63,No,0,San Clemente,92673,33.4725,-117.584273,0,1,No Offer,Yes,16.42,No,Yes,Cable,21.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,64.87,Stayed,
426,426,428,Female,77,No,0,San Diego,92122,32.85723,-117.209774,0,21,No Offer,No,0.0,No PhoneService,Yes,Cable,8.0,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,840.1,Churned,Competitor
427,427,429,Female,40,Yes,1,Ferndale,95536,40.4785,-124.301372,5,29,Offer C,Yes,34.44,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,1557.56,Stayed,
428,428,430,Female,55,Yes,0,Arcata,95521,40.839958,-124.003757,7,72,No Offer,Yes,37.98,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card,4511.01,Stayed,
429,429,431,Male,49,Yes,0,Temecula,92592,33.507255,-117.029473,1,22,No Offer,Yes,19.8,No,Yes,Cable,17.0,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,1979.65,Churned,Other
